country,iso3,year,case_id,case_id_words,decision_date_raw,decision_direction,judicial_body,type_of_law,v2juhcname,court_level,high_court,low_court,supranatl_court
Canada,CAN,2008,Canada_2008_01,awellknowntalkradiohostcomparedasocialactivisttohitlerthekkkandskinheadstheactivistsuedclaimingdefamationthecanadiansupremecourtfoundthatalthoughdefamationhadoccurredthespeechwasprotectedbythefaircomm,27-Jun-08,Expands Expression,Supreme (court of final appeal),Civil Law,Supreme Court of Canada,high,,,
Canada,CAN,2009,Canada_2009_01,acanadianbusinessmansuedthepublisherofthetorontostarnewspaperfordefamationarisingfromanarticlecontainingcommentsregardingtheproposeddevelopmentofthebusinessmanspropertiescommentsmadebyresidentsofsurro,22-Dec-09,Expands Expression,Supreme (court of final appeal),Civil Law,Supreme Court of Canada,high,,,
Canada,CAN,2010,Canada_2010_03,theontariosuperiorcourtofjusticeincanadaheldthatthefreedomofinformationlawdoesnotrequiredisclosuretothepublicofpersonalemailsunrelatedtoworkeventhoughsentandreceivedbygovernmentemployeesontheirworkpla,13-Dec-10,Expands Expression,Appellate Court,Administrative Law,Supreme Court of Canada,mid,,,
Canada,CAN,2011,Canada_2011_02,farsboumalhabappellantsuedaradiostationforoneofitsshowsmakingdefamatoryremarksaboutimmigranttaxidriversthelowestcourtfinedtheradiostationtheappealscourtrevokedthefineandthesupremecourtofcanadadismisse,17-Feb-11,Expands Expression,Supreme (court of final appeal),Civil Law,Supreme Court of Canada,high,,,
Canada,CAN,2012,Canada_2012_04,thecrownappealedforapublicationbanonthecontentsofafakeprofileandtoproceedanonymouslyinanapplicationforanorderthatrequiredtheinternetprovidertorevealtheidentityofpersonsusinganipaddresstopublishfakefac,27-Sep-12,Mixed Outcome,Supreme (court of final appeal),Civil Law,Supreme Court of Canada,high,,,
Canada,CAN,2013,Canada_2013_02,inthislandmarktortlibeldecisiontheontariocourtofappealoncarejectedtheamericansinglepublicationruleandsetoutanewtestforontarioslowercourtstofollowinlibelactionsinvolvingsubsequentpublicationsnamelythee,17-Jun-13,Mixed Outcome,Appellate Court,Civil Law,Supreme Court of Canada,mid,,,
Canada,CAN,2014,Canada_2014_06,afterkevinfearonwasarrestedforarmedrobberyontariopoliceofficerssearchedhiscellphonepriortoobtainingawarrantfindingevidenceinhistextmessagesandphotosthatwaslaterusedtohelpconvicthimthesupremecourtofcan,11-Dec-14,Contracts Expression,Supreme (court of final appeal),"Criminal Law, Constitutional Law",Supreme Court of Canada,high,,,
Canada,CAN,2015,Canada_2015_01,thesupremecourtofbritishcolumbiaawardedtheplaintiffandrewweaveringeneraldamagesandorderedthedefendantsthenationalpostandaffiliatestoremovethedefamatoryarticlesfromanonlinenewspaperessentiallythecourtr,5-Feb-15,Mixed Outcome,Appellate Court,Civil Law,Supreme Court of Canada,mid,,,
Canada,CAN,2016,Canada_2016_01,canadiancourtsrecognizedanewtypeoftortunderthetortofinvasionofprivacyinthisnovelcasethedefendantwasorderedtopaydamagesforpublicdisclosureofembarrassingfactsabouttheplaintiffwhenhepostedasexuallyexplic,12-Jan-16,Expands Expression,First Instance Court,Civil Law,Supreme Court of Canada,low,,,
Canada,CAN,2017,Canada_2017_02,thefederalcourtofcanadafoundaromanianindividualsebastianradulescutobeinbreachofcanadaspersonalinformationprotectionandelectronicdocumentsactpipedabyoperatingaromanianbasedwebsitethatrepublishedandinde,30-Jan-17,Contracts Expression,Appellate Court,Civil Law,Supreme Court of Canada,mid,,,
Canada,CAN,2018,Canada_2018_03,thesupremecourtofcanadaruledthatisraelwasclearlythemostappropriateforumforamultijurisdictionaldefamationsuitbroughtbycanadianbusinessmanmitchellgoldharagainsttheisraelimediagrouphaaretzthecaseconcerne,6-Jun-18,Mixed Outcome,Supreme (court of final appeal),Civil Law,Supreme Court of Canada,high,,,
Canada,CAN,2019,Canada_2019_03,thesupremecourtofcanadasccofferedguidanceforthefirsttimeontheamendmenttothecanadaevidenceactceawhichprovidedforgreaterprotectiontojournalisticsourcesthecaseconcernedadisputebetweenmariemaudedenisajour,27-Sep-19,Mixed Outcome,Supreme (court of final appeal),Civil Law,Supreme Court of Canada,high,,,
Canada,CAN,2020,Canada_2020_02,thesupremecourtofcanadaupheldalowercourtdecisionthatgrantedamotiontodismissundersofthecourtsofjusticeactcjaabreachofcontractactionagainstanonprofitcorporationpointesprotectionbecauseitspresidenttestif,10-Sep-20,Expands Expression,Supreme (court of final appeal),Constitutional Law,Supreme Court of Canada,high,,,
Canada,CAN,2021,Canada_2021_02,onmarchthesupremecourtofbritishcolumbiaheldthattherestrictionsimposedbygatheringsandeventsordergampeorderinfringedsscanddofthecanadiancharterofrightsandfreedomshowevertheinfringementwasjustifiedunders,18-Mar-21,Mixed Outcome,First Instance Court,Constitutional Law,Supreme Court of Canada,low,,,
Canada,CAN,2023,Canada_2023_01,onmaythesupremecourtofcanadaheldthatthepublicinterestinprotectingexpressionjustifiedthedismissalofadefamationsuitfiledbyapublicschoolboardtrusteeagainstateacherwhopubliclycriticizedthetrusteescomments,19-May-23,Mixed Outcome,Supreme (court of final appeal),"Constitutional Law, Defamation Law",Supreme Court of Canada,high,,,
Canada,CAN,2025,Canada_2025_01,theontariosuperiorcourtofjusticegrantedsummaryjudgmentagainstasocialmediacommentatorfordefamingtheslgbtqiacommunityanddragperformersfindinghispostsconstitutedseriousdefamatoryaccusationsofpaedophiliat,20-Feb-25,Mixed Outcome,First Instance Court,"Civil Law, Defamation Law",Supreme Court of Canada,low,,,
Chile,CHL,1996,Chile_1996_01,theinteramericancommissiononhumanrightsconcludedthatthechileanstatehadcensoredabookandviolatedtheauthorsrighttofreedomofexpressionfranciscomartorellsbookdiplomaticimpunitydiscussedthecircumstancesthat,3-May-96,Expands Expression,Inter-American Commission on Human Rights,International/Regional Human Rights Law,Constitutional Court (Tribunal Constitucional de Chile),reg,,,
Chile,CHL,2001,Chile_2001_01,theinteramericancourtofhumanrightsiacthrfoundthattheprohibitionbythechileanstatetoshowthefilmthelasttemptationofchristconstitutedaviolationoftherighttofreedomofthoughtandexpressiontheprohibitionwasbas,5-Feb-01,Expands Expression,Inter-American Court of Human Rights (IACtHR),International/Regional Human Rights Law,Constitutional Court (Tribunal Constitucional de Chile),reg,,,
Chile,CHL,2005,Chile_2005_01,theinteramericancourtofhumanrightsheardthecaseofhumbertoantoniopalamarairibarnearetiredmilitaryofficerwhohadreceivedaconvictionfromthemilitarycriminaljusticesystemforattemptingtopublishabookthatcritic,22-Nov-05,Expands Expression,Inter-American Court of Human Rights (IACtHR),Criminal Law|International/Regional Human Rights Law,Constitutional Court (Tribunal Constitucional de Chile),reg,,,
Chile,CHL,2006,Chile_2006_01,theinteramericancourtofhumanrightsruledthatchileviolatedtherightstofreedomofexpressiondueprocessandjudicialprotectionbyrefusingtheapplicantsrequestforstateheldinformationwithoutlegalbasesandwithoutpro,16-Sep-06,Expands Expression,Inter-American Court of Human Rights (IACtHR),International/Regional Human Rights Law,Constitutional Court (Tribunal Constitucional de Chile),reg,,,
Chile,CHL,2007,Chile_2007_01,theconstitutionaltribunalofchileheldthattherightofaccesstogovernmentinformationisimplicitlyprotectedbytheconstitutionsguaranteeoffreedomofexpressionandtheconstitutionalprincipleofademocraticrepublicth,9-Aug-07,Expands Expression,Constitutional Court,Administrative Law|Constitutional Law,Constitutional Court (Tribunal Constitucional de Chile),high,,,
Chile,CHL,2009,Chile_2009_01,astudentexpressedpoliticalviewsthatwerehighlycriticalofhisschoolandthelegalregimegoverningeducationinthecountryforthishisschoolenrollmentwasnotrenewedthesupremecourtofchileheldthattheschooladministrat,23-Apr-09,Expands Expression,Supreme (court of final appeal),Constitutional Law,Constitutional Court (Tribunal Constitucional de Chile),high,,,
Chile,CHL,2010,Chile_2010_01,theconstitutionalcourtofchilereviewedanactionseekingnonapplicabilityduetotheunconstitutionalityacciondeinaplicabilidadporinconstitucionalofthearticleofthecivilcodewhichrequiredthatcivilactionsforcompe,23-Sep-10,Mixed Outcome,Constitutional Court,Civil Law|Constitutional Law,Constitutional Court (Tribunal Constitucional de Chile),high,,,
Chile,CHL,2012,Chile_2012_01,thecourtofappealsofvalparasothecourtorderedtheremovalofonlinepublicationsinwhichjorgeabbottwasaccusedofcorruptionandcommittingillicitactswhilehewasaregionalprosecutorfortheattorneygeneralsofficeabbott,30-Jul-12,Contracts Expression,Appellate Court,Constitutional Law,Constitutional Court (Tribunal Constitucional de Chile),mid,,,
Chile,CHL,2013,Chile_2013_01,thesupremecourtofchileheardonappealthecaseofjournalistsandproducerswithatelevisionnewsprogramthesejournalistsandproducersfacedcriminalandcivilchargesfiledbyadoctorwhomtheyhadrecordedwithoutherconsentw,21-Aug-13,Expands Expression,Supreme (court of final appeal),Civil Law|Criminal Law,Constitutional Court (Tribunal Constitucional de Chile),high,,,
Chile,CHL,2014,Chile_2014_01,theinteramericancourtofhumanrightsiacthrdecidedthataconvictionofmembersoftheindigenousmapuchecommunityinchileincludingtheprohibitiontoowndirectormanagesocialmediaviolatedtherighttofreedomofthoughtande,29-May-14,Expands Expression,Inter-American Court of Human Rights (IACtHR),Criminal Law|International/Regional Human Rights Law,Constitutional Court (Tribunal Constitucional de Chile),reg,,,
Chile,CHL,2015,Chile_2015_01,theinteramericancourtdecidedacaseconcerningrestrictionsonaccesstoinformationspecificallyinformationcollectedbythenationalcommissiononpoliticalimprisonmentandtortureinvolvinghumanrightsviolationsperpet,2-Sep-15,Mixed Outcome,Inter-American Court of Human Rights (IACtHR),International/Regional Human Rights Law,Constitutional Court (Tribunal Constitucional de Chile),reg,,,
Chile,CHL,2016,Chile_2016_01,thesupremecourtofchileappliedtherighttobeforgottendoctrineandorderedtheelmercurionewspapertodeleteallofthedigitalinformationregardingmrgrazianiscriminalcasealdograzianifiledawritofprotectionandaskedth,21-Jan-16,Contracts Expression,Supreme (court of final appeal),Civil Law|Constitutional Law,Constitutional Court (Tribunal Constitucional de Chile),high,,,
Chile,CHL,2017,Chile_2017_01,thecourtofappealsofsantiagodechileupheldadecisionissuedbythetransparencycouncilwhichorderedthecarabinerosdechilechileanpolicetodeliverinformationregardingtheprocurementandexpensesindeterrentweaponstea,13-Jul-17,Expands Expression,Appellate Court,Constitutional Law,Constitutional Court (Tribunal Constitucional de Chile),mid,,,
Chile,CHL,2018,Chile_2018_02,theconstitutionaltribunalofchiledeclaredunconstitutionaltheapplicationofarticlebofthegeneraltelecommunicationslawnowhichimposesprisonsentencesofuptothreeyearsforunauthorizedoperationorexploitationofth,25-Sep-18,Expands Expression,Constitutional Court,Constitutional Law|Criminal Law,Constitutional Court (Tribunal Constitucional de Chile),high,,,
Chile,CHL,2019,Chile_2019_02,thesupremecourtofchileorderedseveralmediatoupdateastoryaboutasurgeoninasurgeonwassentencedtodaysinprisonandthepaymentofcompensationbecauseapatientdiedasaresultofmedicalmalpracticeseveralmediaoutletspu,2-Jul-19,Expands Expression,Supreme (court of final appeal),,Constitutional Court (Tribunal Constitucional de Chile),high,,,
Chile,CHL,2020,Chile_2020_05,theconstitutionalcourtofchiledeclaredtheunconstitutionalityofthesolearticleofabillthatcodifiedthecrimeofincitementtoviolencecontainedinbulletinnoagroupofparliamentariansrequestedthatthebillbedeclaredu,19-Nov-20,Expands Expression,Constitutional Court,"Criminal Law, Constitutional Law",Constitutional Court (Tribunal Constitucional de Chile),high,,,
Chile,CHL,2021,Chile_2021_08,chilestransparencycouncilconsejoparalatransparenciagrantedvalentinafandezsamparoactionandorderedthemunicipalityofyungaytoprovidetheinformationrequestedregardingthefunctionsofthemunicipalitymsyungayhad,21-Dec-21,Expands Expression,Specialized Court/Tribunal,Administrative Law|Constitutional Law,Constitutional Court (Tribunal Constitucional de Chile),low,,,
Chile,CHL,2022,Chile_2022_03,thecourtofappealsofsantiagoupheldadecisionbythechileantransparencycouncilwhichorderedthedisclosureofthecontractssignedbytheministryofhealthwithpharmaceuticalcompaniesfortheacquisitionofvaccinesagainst,12-May-22,Expands Expression,Appellate Court,Administrative Law,Constitutional Court (Tribunal Constitucional de Chile),mid,,,
Chile,CHL,2023,Chile_2023_01,thesupremecourtofchileheldthattheprosecutionanddetentionofformerjudgejuanantoniopobletemndeztheappellantwasjustifiedbecausetherewereseriousindicationsthathehadauthorizedtheallegedlyillegalwiretappingo,28-Nov-23,Expands Expression,Supreme (court of final appeal),Criminal Law,Constitutional Court (Tribunal Constitucional de Chile),high,,,
El Salvador,SLV,2014,El Salvador_2014_01,thesupremecourtofjusticeofelsalvadorgrantedarequestforaccesstoinformationofthepetitionerswhosolicitedaccesstoajudicialfileregardingallegedcorruptionpertainingtoformerpresidentfranciscoguillermofloresp,13-Jun-14,Expands Expression,Supreme (court of final appeal),Constitutional Law,Constitutional Chamber of the Supreme Court of Justice (Sala de lo Constitucional de la Corte Suprema de Justicia),high,,,
El Salvador,SLV,2015,El Salvador_2015_01,theconstitutionalchamberofthesupremecourtofelsalvadorheardanactionchallengingtheconstitutionalityoftenarticlesofthetelecommunicationsactwhichregulatetheproceduresforobtainingbroadcastlicensesforaporti,29-Jul-15,Expands Expression,Supreme (court of final appeal),Administrative Law|Constitutional Law,Constitutional Chamber of the Supreme Court of Justice (Sala de lo Constitucional de la Corte Suprema de Justicia),high,,,
El Salvador,SLV,2016,El Salvador_2016_02,thesupremecourtofelsalvadorannulledalowercourtdecisiondenyingthereopeningofacriminalinvestigationaboutthecircumstancesthatsurroundedthedeathofanindividualduringthecollectivehomicidecaseelcalabozothedu,11-Nov-16,Expands Expression,Supreme (court of final appeal),Constitutional Law|Criminal Law,Constitutional Chamber of the Supreme Court of Justice (Sala de lo Constitucional de la Corte Suprema de Justicia),high,,,
El Salvador,SLV,2017,El Salvador_2017_01,thesupremecourtofelsalvadorheldthatinformationregardingthetripsofhighrankinggovernmentofficialswasofapublicnatureasalvadoreancitizenfiledanamparorecourseagainsttheinstituteofaccesstopublicinformationi,23-Oct-17,Expands Expression,Supreme (court of final appeal),Administrative Law|Civil Law|Constitutional Law,Constitutional Chamber of the Supreme Court of Justice (Sala de lo Constitucional de la Corte Suprema de Justicia),high,,,
Eswatini,SWZ,2014,Eswatini_2014_01,thesupremecourtofswazilandoverturnedaconvictionforcontemptofcourtinrespectofonearticlepublishedbythenationmagazinebutupheldaconvictioninrespectofasecondarticlealthoughitreducedthefineimposedthefirstar,30-May-14,Mixed Outcome,Supreme (court of final appeal),Constitutional Law,Supreme Court (Inkantolo Yekwendlulisela Emacala),high,,,
Eswatini,SWZ,2015,Eswatini_2015_01,bhekimakhubuandthulanimasekoarejournalistswhowrotearticlesinthenationmagazinecriticizingthejudiciarysystemforitspartialityandlackofindependencebothwerearrestedchargedandconvictedfortwocountsofcontempt,29-Jul-15,Expands Expression,Supreme (court of final appeal),Constitutional Law|Criminal Law,Supreme Court (Inkantolo Yekwendlulisela Emacala),high,,,
Eswatini,SWZ,2016,Eswatini_2016_01,thehighcourtofswazilandheldthatcertainsectionsoftheseditionandsubversiveactivitiesactnoofandthesuppressionofterrorismactofinfringedthefundamentalrightstofreedomofexpressionandassociationguaranteedbyth,16-Sep-16,Expands Expression,First Instance Court,Administrative Law|Constitutional Law|Criminal Law,Supreme Court (Inkantolo Yekwendlulisela Emacala),low,,,
Ethiopia,ETH,2015,Ethiopia_2015_02,inaprilthegovernmentofethiopiachargedandarrestedninemembersofthezonebloggerscollectiveasprincipalparticipantsinplanningpreparingconspiringandincitingtoexecuteterrorismundertheethiopiasantiterrorismpro,16-Oct-15,Mixed Outcome,First Instance Court,"Criminal Law, Constitutional Law",House of Federation (Yefedereshn Mekir Bet),low,,,
Ethiopia,ETH,2017,Ethiopia_2017_01,onjanuarythefederalhighcourtofethiopiasentencedradiobilaljournalistskhalidmohammedahmedanddarsemasoritoprisonfollowingtheirconvictionindecemberforincitingextremistideologyandplanningtooverthrowthegove,3-Jan-17,Contracts Expression,First Instance Court,Criminal Law,House of Federation (Yefedereshn Mekir Bet),low,,,
Ethiopia,ETH,2021,Ethiopia_2021_01,ondecembertheoversightboardupheldmetasoriginaldecisiontoremoveapostallegingtheinvolvementofethnictigrayanciviliansinatrocitiesinethiopiasamhararegionmetainitiallyappliedthehatespeechcommunitystandardt,14-Dec-21,Mixed Outcome,Oversight Board,"International Human Rights Law, Meta's content policies",House of Federation (Yefedereshn Mekir Bet),oversight body,,,
Ethiopia,ETH,2022,Ethiopia_2022_01,onoctobertheoversightboardupheldmetasdecisiontoremoveafacebookpostthatthreatenedviolenceduringtheconflictinethiopiathecontentwaspostedontheofficialpageofthetigrayregionalstatescommunicationaffairsbure,4-Oct-22,Mixed Outcome,Oversight Board,"International Human Rights Law, Meta's content policies",House of Federation (Yefedereshn Mekir Bet),oversight body,,,
Ethiopia,ETH,2023,Ethiopia_2023_01,theoversightboardissuedasummarydecisionoverturningmetasoriginaldecisiontoleaveupafacebookpostthatcalledfortheburningdownofahotelinethiopiasamhararegionrespondingtoausersappealtheboardreasonedthatsuchc,13-Sep-23,Mixed Outcome,Oversight Board,Meta's content policies,House of Federation (Yefedereshn Mekir Bet),oversight body,,,
European Union,EU,2009,European Union_2009_01,googleasaninternetsearchengineisnotrequiredtomonitororfilterthetypesofwordsitsadwordadvertisersusetoshowresultstheadvertisersaresellingevenifthosephrasesaretrademarkedphrasesoftheircompetitors,22-Sep-09,Expands Expression,Court of Justice of the European Union (CJEU),Civil Law|International/Regional Human Rights Law,,reg,,,
European Union,EU,2020,European Union_2020_01,theeuropeancourtofhumanrightsecthrheldthatconvictionfordefamationforstatementsmadeinthecontextofdefenceinanothersetofcriminalproceedingswascontrarytotherighttofreedomofexpressionconferredbyartoftheeur,25-Jun-20,Expands Expression,European Court of Human Rights (ECtHR),Criminal Law,,reg,,,
Fiji,FJI,2018,Fiji_2018_01,thehighcourtoffijiinacaseconcerningchargesofseditionrelatedtothepublicationofanarticleinthenailalakainewspaperacquittedallaccusedindividualsandthefijitimeslimitedtheprosecutionarguedthatthearticlecons,22-May-18,Expands Expression,Constitutional Court,Criminal Law,Supreme Court of Fiji,high,,,
France,FRA,1986,France_1986_01,theunitednationshumanrightscommitteeunhrcheldthatthestatementsmadebyafrenchprofessorthatarguedagainsttheexistenceofgaschambersinnazideathcampsconstitutedhatespeechrobertfaurissonafrenchauthorandprofes,8-Nov-86,Contracts Expression,United Nations Human Rights Committee (UNHRC),Criminal Law|International/Regional Human Rights Law,Constitutional Council (Conseil Constitutionnel),intl,,,
France,FRA,1998,France_1998_01,therighttofreedomofexpressionasenshrinedintheeuropeanconventiononhumanrightsechrcoverstheexpressionofideasandinformationwhichshocksoffendsordisturbsthejustificationofapronazipolicycouldnotbeallowedtoe,23-Sep-98,Contracts Expression,European Court of Human Rights (ECtHR),Criminal Law,Constitutional Council (Conseil Constitutionnel),reg,,,
